product_id,store_id,missing_requirement
5536,6036,NO SE DETECTO INCUMPLIMIENTO
5537,6036,NO SE DETECTO INCUMPLIMIENTO
5538,6036,NO SE DETECTO INCUMPLIMIENTO
5539,197,NO SE DETECTO INCUMPLIMIENTO
5540,197,NO SE DETECTO INCUMPLIMIENTO
5541,197,NO SE DETECTO INCUMPLIMIENTO
5389,197,NO SE DETECTO INCUMPLIMIENTO
5542,197,NO SE DETECTO INCUMPLIMIENTO
5543,197,NO SE DETECTO INCUMPLIMIENTO
5544,5210,NO SE DETECTO INCUMPLIMIENTO
5545,5210,NO SE DETECTO INCUMPLIMIENTO
5546,5210,NO SE DETECTO INCUMPLIMIENTO
5547,6048,NO SE DETECTO INCUMPLIMIENTO
5548,6048,NO SE DETECTO INCUMPLIMIENTO
5549,6048,NO SE DETECTO INCUMPLIMIENTO
5550,6048,NO SE DETECTO INCUMPLIMIENTO
5551,6052,NO SE DETECTO INCUMPLIMIENTO
5552,6052,NO SE DETECTO INCUMPLIMIENTO
5553,6052,NO SE DETECTO INCUMPLIMIENTO
5554,6055,NO SE DETECTO INCUMPLIMIENTO
5555,6055,NO SE DETECTO INCUMPLIMIENTO
5556,6055,NO SE DETECTO INCUMPLIMIENTO
5557,6055,NO SE DETECTO INCUMPLIMIENTO
5558,6055,NO SE DETECTO INCUMPLIMIENTO
5559,6055,NO SE DETECTO INCUMPLIMIENTO
5560,6061,NO SE DETECTO INCUMPLIMIENTO
5561,6061,NO SE DETECTO INCUMPLIMIENTO
5562,6061,NO SE DETECTO INCUMPLIMIENTO
5563,6061,NO SE DETECTO INCUMPLIMIENTO
5564,6061,NO SE DETECTO INCUMPLIMIENTO
5565,6061,NO SE DETECTO INCUMPLIMIENTO
5566,6067,NO SE DETECTO INCUMPLIMIENTO
5567,6067,NO SE DETECTO INCUMPLIMIENTO
5568,6067,NO SE DETECTO INCUMPLIMIENTO
5569,6067,NO SE DETECTO INCUMPLIMIENTO
5570,6067,NO SE DETECTO INCUMPLIMIENTO
5571,6072,NO SE DETECTO INCUMPLIMIENTO
5572,6072,NO SE DETECTO INCUMPLIMIENTO
5573,6072,NO SE DETECTO INCUMPLIMIENTO
5574,6072,NO SE DETECTO INCUMPLIMIENTO
5575,6072,NO SE DETECTO INCUMPLIMIENTO
5576,6072,NO SE DETECTO INCUMPLIMIENTO
5577,6078,NO SE DETECTO INCUMPLIMIENTO
5578,6078,NO SE DETECTO INCUMPLIMIENTO
5579,6078,NO SE DETECTO INCUMPLIMIENTO
5580,6078,NO SE DETECTO INCUMPLIMIENTO
5581,6078,NO SE DETECTO INCUMPLIMIENTO
5582,6078,NO SE DETECTO INCUMPLIMIENTO
5583,6078,NO SE DETECTO INCUMPLIMIENTO
5584,6085,NO SE DETECTO INCUMPLIMIENTO
5585,6085,NO SE DETECTO INCUMPLIMIENTO
5586,6087,NO SE DETECTO INCUMPLIMIENTO
5587,6088,NO SE DETECTO INCUMPLIMIENTO
5588,6088,NO SE DETECTO INCUMPLIMIENTO
5589,6090,NO SE DETECTO INCUMPLIMIENTO
5590,6091,NO SE DETECTO INCUMPLIMIENTO
5591,6092,NO SE DETECTO INCUMPLIMIENTO
5592,6093,NO SE DETECTO INCUMPLIMIENTO
5593,6094,NO SE DETECTO INCUMPLIMIENTO
5594,5986,NO SE DETECTO INCUMPLIMIENTO
5595,6096,NO SE DETECTO INCUMPLIMIENTO
5596,6096,NO SE DETECTO INCUMPLIMIENTO
5597,6098,NO SE DETECTO INCUMPLIMIENTO
5598,6099,NO SE DETECTO INCUMPLIMIENTO
5599,6100,NO SE DETECTO INCUMPLIMIENTO
5600,6100,NO SE DETECTO INCUMPLIMIENTO
5601,6102,NO SE DETECTO INCUMPLIMIENTO
5602,6102,NO SE DETECTO INCUMPLIMIENTO
5603,6104,NO SE DETECTO INCUMPLIMIENTO
5604,6104,NO SE DETECTO INCUMPLIMIENTO
5605,6106,NO SE DETECTO INCUMPLIMIENTO
5606,6107,NO SE DETECTO INCUMPLIMIENTO
5607,6107,NO SE DETECTO INCUMPLIMIENTO
5608,6109,NO SE DETECTO INCUMPLIMIENTO
5609,6110,NO SE DETECTO INCUMPLIMIENTO
5610,6111,NO SE DETECTO INCUMPLIMIENTO
5611,6112,NO SE DETECTO INCUMPLIMIENTO
5612,6112,NO SE DETECTO INCUMPLIMIENTO
5613,6114,NO SE DETECTO INCUMPLIMIENTO
5614,6114,NO SE DETECTO INCUMPLIMIENTO
5615,6116,NO SE DETECTO INCUMPLIMIENTO
5616,6117,NO SE DETECTO INCUMPLIMIENTO
5617,6118,NO SE DETECTO INCUMPLIMIENTO
5618,6118,NO SE DETECTO INCUMPLIMIENTO
5619,6118,NO SE DETECTO INCUMPLIMIENTO
5620,6118,NO SE DETECTO INCUMPLIMIENTO
5621,6122,NO SE DETECTO INCUMPLIMIENTO
5622,6123,NO SE DETECTO INCUMPLIMIENTO
5623,6124,NO SE DETECTO INCUMPLIMIENTO
5624,6124,NO SE DETECTO INCUMPLIMIENTO
5625,6126,NO SE DETECTO INCUMPLIMIENTO
5626,6126,NO SE DETECTO INCUMPLIMIENTO
5627,6128,NO SE DETECTO INCUMPLIMIENTO
5628,6129,NO SE DETECTO INCUMPLIMIENTO
5629,6130,NO SE DETECTO INCUMPLIMIENTO
5630,6131,NO SE DETECTO INCUMPLIMIENTO
5631,6132,NO SE DETECTO INCUMPLIMIENTO
5632,6132,NO SE DETECTO INCUMPLIMIENTO
5633,6132,NO SE DETECTO INCUMPLIMIENTO
5634,5759,NO SE DETECTO INCUMPLIMIENTO
5635,5759,NO SE DETECTO INCUMPLIMIENTO
5636,5759,NO SE DETECTO INCUMPLIMIENTO
5637,5753,NO SE DETECTO INCUMPLIMIENTO
5638,6139,NO SE DETECTO INCUMPLIMIENTO
5639,6139,NO SE DETECTO INCUMPLIMIENTO
5640,6141,NO SE DETECTO INCUMPLIMIENTO
5641,6141,NO SE DETECTO INCUMPLIMIENTO
5642,6141,NO SE DETECTO INCUMPLIMIENTO
5643,5773,NO SE DETECTO INCUMPLIMIENTO
5644,5769,NO SE DETECTO INCUMPLIMIENTO
5645,6146,NO SE DETECTO INCUMPLIMIENTO
5646,5750,NO SE DETECTO INCUMPLIMIENTO
5647,5750,NO SE DETECTO INCUMPLIMIENTO
5648,5750,NO SE DETECTO INCUMPLIMIENTO
5649,5750,NO SE DETECTO INCUMPLIMIENTO
5650,5750,NO SE DETECTO INCUMPLIMIENTO
5651,5761,NO SE DETECTO INCUMPLIMIENTO
5652,6153,NO SE DETECTO INCUMPLIMIENTO
5653,6153,NO SE DETECTO INCUMPLIMIENTO
5654,5779,NO SE DETECTO INCUMPLIMIENTO
5655,6156,NO SE DETECTO INCUMPLIMIENTO
5656,6157,NO SE DETECTO INCUMPLIMIENTO
5657,6158,NO SE DETECTO INCUMPLIMIENTO
5658,6158,NO SE DETECTO INCUMPLIMIENTO
5659,6158,NO SE DETECTO INCUMPLIMIENTO
5660,6158,NO SE DETECTO INCUMPLIMIENTO
5661,6158,NO SE DETECTO INCUMPLIMIENTO
5662,6163,NO SE DETECTO INCUMPLIMIENTO
5663,6163,NO SE DETECTO INCUMPLIMIENTO
5664,6163,NO SE DETECTO INCUMPLIMIENTO
5665,6163,NO SE DETECTO INCUMPLIMIENTO
5666,6163,NO SE DETECTO INCUMPLIMIENTO
5667,6168,NO SE DETECTO INCUMPLIMIENTO
5668,6168,NO SE DETECTO INCUMPLIMIENTO
5669,6170,NO SE DETECTO INCUMPLIMIENTO
5670,6170,NO SE DETECTO INCUMPLIMIENTO
5671,6172,NO SE DETECTO INCUMPLIMIENTO
5672,6172,NO SE DETECTO INCUMPLIMIENTO
5673,6172,NO SE DETECTO INCUMPLIMIENTO
5674,6172,NO SE DETECTO INCUMPLIMIENTO
5675,6172,NO SE DETECTO INCUMPLIMIENTO
5676,6172,NO SE DETECTO INCUMPLIMIENTO
5677,6172,NO SE DETECTO INCUMPLIMIENTO
5678,6172,NO SE DETECTO INCUMPLIMIENTO
5679,6180,NO SE DETECTO INCUMPLIMIENTO
5680,6180,NO SE DETECTO INCUMPLIMIENTO
5681,6180,NO SE DETECTO INCUMPLIMIENTO
5682,6180,NO SE DETECTO INCUMPLIMIENTO
5683,6180,NO SE DETECTO INCUMPLIMIENTO
5684,6185,Carece de nombre  denominacion o razon social y domicilio fiscal del fabricante o responsable de la fabricaci�n para productos nacionales o del import
5685,6185,Carece de leyenda que identifique el pais de origen del producto
5686,6187,NO SE DETECTO INCUMPLIMIENTO
5687,6187,NO SE DETECTO INCUMPLIMIENTO
5688,6187,NO SE DETECTO INCUMPLIMIENTO
5689,6190,NO SE DETECTO INCUMPLIMIENTO
5690,6191,NO SE DETECTO INCUMPLIMIENTO
5691,1036,NO SE DETECTO INCUMPLIMIENTO
5692,1036,NO SE DETECTO INCUMPLIMIENTO
5693,6194,NO SE DETECTO INCUMPLIMIENTO
5694,6194,NO SE DETECTO INCUMPLIMIENTO
5695,6194,NO SE DETECTO INCUMPLIMIENTO
5696,6078,NO SE DETECTO INCUMPLIMIENTO
5697,6078,NO SE DETECTO INCUMPLIMIENTO
5698,6199,NO SE DETECTO INCUMPLIMIENTO
5699,6199,NO SE DETECTO INCUMPLIMIENTO
5700,3082,NO SE DETECTO INCUMPLIMIENTO
5701,3082,NO SE DETECTO INCUMPLIMIENTO
5702,6203,NO SE DETECTO INCUMPLIMIENTO
5703,6203,NO SE DETECTO INCUMPLIMIENTO
5704,6203,NO SE DETECTO INCUMPLIMIENTO
5705,6203,NO SE DETECTO INCUMPLIMIENTO
5706,6203,NO SE DETECTO INCUMPLIMIENTO
5707,6203,NO SE DETECTO INCUMPLIMIENTO
5708,6094,NO SE DETECTO INCUMPLIMIENTO
5709,6094,NO SE DETECTO INCUMPLIMIENTO
5710,5644,NO SE DETECTO INCUMPLIMIENTO
5711,5644,NO SE DETECTO INCUMPLIMIENTO
5712,6213,NO SE DETECTO INCUMPLIMIENTO
5713,6214,NO SE DETECTO INCUMPLIMIENTO
5714,6215,NO SE DETECTO INCUMPLIMIENTO
5715,6216,NO SE DETECTO INCUMPLIMIENTO
5716,6214,NO SE DETECTO INCUMPLIMIENTO
5717,6218,NO SE DETECTO INCUMPLIMIENTO
5718,6218,NO SE DETECTO INCUMPLIMIENTO
5719,5644,NO SE DETECTO INCUMPLIMIENTO
5720,5644,NO SE DETECTO INCUMPLIMIENTO
5721,6222,NO SE DETECTO INCUMPLIMIENTO
5722,6222,NO SE DETECTO INCUMPLIMIENTO
5723,6224,NO SE DETECTO INCUMPLIMIENTO
5724,6225,NO SE DETECTO INCUMPLIMIENTO
5725,6225,NO SE DETECTO INCUMPLIMIENTO
5726,6227,NO SE DETECTO INCUMPLIMIENTO
5727,6227,NO SE DETECTO INCUMPLIMIENTO
5728,6229,NO SE DETECTO INCUMPLIMIENTO
5729,6230,NO SE DETECTO INCUMPLIMIENTO
5730,6230,NO SE DETECTO INCUMPLIMIENTO
5731,6232,NO SE DETECTO INCUMPLIMIENTO
5732,6232,NO SE DETECTO INCUMPLIMIENTO
5733,6234,NO SE DETECTO INCUMPLIMIENTO
5734,6234,NO SE DETECTO INCUMPLIMIENTO
5735,6234,NO SE DETECTO INCUMPLIMIENTO
5736,6237,NO SE DETECTO INCUMPLIMIENTO
5737,6237,NO SE DETECTO INCUMPLIMIENTO
5738,6194,NO SE DETECTO INCUMPLIMIENTO
5739,6240,NO SE DETECTO INCUMPLIMIENTO
5740,6078,NO SE DETECTO INCUMPLIMIENTO
5741,6194,NO SE DETECTO INCUMPLIMIENTO
5742,680,NO SE DETECTO INCUMPLIMIENTO
5743,680,NO SE DETECTO INCUMPLIMIENTO
5744,3251,NO SE DETECTO INCUMPLIMIENTO
5745,3251,NO SE DETECTO INCUMPLIMIENTO
5746,6247,NO SE DETECTO INCUMPLIMIENTO
5747,6247,NO SE DETECTO INCUMPLIMIENTO
5748,6249,NO SE DETECTO INCUMPLIMIENTO
5749,6249,NO SE DETECTO INCUMPLIMIENTO
5750,6249,NO SE DETECTO INCUMPLIMIENTO
5751,6252,NO SE DETECTO INCUMPLIMIENTO
5752,6253,NO SE DETECTO INCUMPLIMIENTO
5753,6254,NO SE DETECTO INCUMPLIMIENTO
5754,6255,NO SE DETECTO INCUMPLIMIENTO
5755,6255,NO SE DETECTO INCUMPLIMIENTO
5756,6257,NO SE DETECTO INCUMPLIMIENTO
5757,6258,NO SE DETECTO INCUMPLIMIENTO
5758,6259,NO SE DETECTO INCUMPLIMIENTO
5759,6260,NO SE DETECTO INCUMPLIMIENTO
5760,6261,NO SE DETECTO INCUMPLIMIENTO
5761,6262,NO SE DETECTO INCUMPLIMIENTO
5762,6263,NO SE DETECTO INCUMPLIMIENTO
5763,6264,NO SE DETECTO INCUMPLIMIENTO
5764,6264,NO SE DETECTO INCUMPLIMIENTO
5765,6266,NO SE DETECTO INCUMPLIMIENTO
5766,6266,NO SE DETECTO INCUMPLIMIENTO
5767,6266,NO SE DETECTO INCUMPLIMIENTO
5768,6269,NO SE DETECTO INCUMPLIMIENTO
5769,6269,NO SE DETECTO INCUMPLIMIENTO
5770,6269,NO SE DETECTO INCUMPLIMIENTO
5771,6272,NO SE DETECTO INCUMPLIMIENTO
5772,6272,NO SE DETECTO INCUMPLIMIENTO
5253,6274,NO SE DETECTO INCUMPLIMIENTO
5773,6274,NO SE DETECTO INCUMPLIMIENTO
5774,6274,NO SE DETECTO INCUMPLIMIENTO
5775,6274,NO SE DETECTO INCUMPLIMIENTO
5776,6278,NO SE DETECTO INCUMPLIMIENTO
5777,6278,NO SE DETECTO INCUMPLIMIENTO
5778,6278,NO SE DETECTO INCUMPLIMIENTO
5779,6281,NO SE DETECTO INCUMPLIMIENTO
5780,6281,NO SE DETECTO INCUMPLIMIENTO
5781,6281,NO SE DETECTO INCUMPLIMIENTO
5782,6284,NO SE DETECTO INCUMPLIMIENTO
5783,6284,NO SE DETECTO INCUMPLIMIENTO
5784,6286,NO SE DETECTO INCUMPLIMIENTO
5785,6287,NO SE DETECTO INCUMPLIMIENTO
5786,6287,NO SE DETECTO INCUMPLIMIENTO
5787,6287,NO SE DETECTO INCUMPLIMIENTO
5788,6290,NO SE DETECTO INCUMPLIMIENTO
5789,6291,NO SE DETECTO INCUMPLIMIENTO
5790,6291,NO SE DETECTO INCUMPLIMIENTO
5791,6293,NO SE DETECTO INCUMPLIMIENTO
5792,6293,NO SE DETECTO INCUMPLIMIENTO
5793,6293,NO SE DETECTO INCUMPLIMIENTO
5794,6296,NO SE DETECTO INCUMPLIMIENTO
5795,6297,NO SE DETECTO INCUMPLIMIENTO
5796,6298,NO SE DETECTO INCUMPLIMIENTO
5797,6299,NO SE DETECTO INCUMPLIMIENTO
5798,6299,NO SE DETECTO INCUMPLIMIENTO
5799,6301,NO SE DETECTO INCUMPLIMIENTO
5800,6302,NO SE DETECTO INCUMPLIMIENTO
5801,346,NO SE DETECTO INCUMPLIMIENTO
5802,346,NO SE DETECTO INCUMPLIMIENTO
5803,346,NO SE DETECTO INCUMPLIMIENTO
5804,6306,NO SE DETECTO INCUMPLIMIENTO
5805,6306,NO SE DETECTO INCUMPLIMIENTO
5806,6306,NO SE DETECTO INCUMPLIMIENTO
5807,6309,NO SE DETECTO INCUMPLIMIENTO
5808,6309,NO SE DETECTO INCUMPLIMIENTO
5809,6309,NO SE DETECTO INCUMPLIMIENTO
5810,6312,NO SE DETECTO INCUMPLIMIENTO
5811,6312,NO SE DETECTO INCUMPLIMIENTO
5812,6314,Carece de la informaci�n comercial obligatoria en idioma espa�ol
5813,6314,Carece de la informaci�n comercial obligatoria en idioma espa�ol
5814,6314,NO SE DETECTO INCUMPLIMIENTO
5815,6317,NO SE DETECTO INCUMPLIMIENTO
5816,6317,NO SE DETECTO INCUMPLIMIENTO
5817,6317,NO SE DETECTO INCUMPLIMIENTO
5818,6320,NO SE DETECTO INCUMPLIMIENTO
5819,6320,NO SE DETECTO INCUMPLIMIENTO
5820,6320,NO SE DETECTO INCUMPLIMIENTO
5821,6323,NO SE DETECTO INCUMPLIMIENTO
5822,6323,NO SE DETECTO INCUMPLIMIENTO
5823,6323,NO SE DETECTO INCUMPLIMIENTO
5824,6323,NO SE DETECTO INCUMPLIMIENTO
5825,6327,NO SE DETECTO INCUMPLIMIENTO
5826,6327,NO SE DETECTO INCUMPLIMIENTO
5827,6327,NO SE DETECTO INCUMPLIMIENTO
5828,6330,NO SE DETECTO INCUMPLIMIENTO
5829,6330,NO SE DETECTO INCUMPLIMIENTO
5830,6330,NO SE DETECTO INCUMPLIMIENTO
5831,6333,Carece del certificado de las especificaciones de seguridad.
5832,6334,NO SE DETECTO INCUMPLIMIENTO
5833,6334,Carece del certificado de las especificaciones de seguridad.
5834,6336,NO SE DETECTO INCUMPLIMIENTO
5835,6336,NO SE DETECTO INCUMPLIMIENTO
5836,6338,NO SE DETECTO INCUMPLIMIENTO
5837,6338,NO SE DETECTO INCUMPLIMIENTO
5838,6338,NO SE DETECTO INCUMPLIMIENTO
5839,6338,NO SE DETECTO INCUMPLIMIENTO
5840,6342,NO SE DETECTO INCUMPLIMIENTO
5841,6342,NO SE DETECTO INCUMPLIMIENTO
5842,6342,NO SE DETECTO INCUMPLIMIENTO
5843,6342,NO SE DETECTO INCUMPLIMIENTO
5844,6342,NO SE DETECTO INCUMPLIMIENTO
5845,6347,NO SE DETECTO INCUMPLIMIENTO
5846,6347,NO SE DETECTO INCUMPLIMIENTO
5847,6347,NO SE DETECTO INCUMPLIMIENTO
5848,6347,NO SE DETECTO INCUMPLIMIENTO
5849,6347,NO SE DETECTO INCUMPLIMIENTO
5850,6352,NO SE DETECTO INCUMPLIMIENTO
5851,6352,NO SE DETECTO INCUMPLIMIENTO
5852,6352,NO SE DETECTO INCUMPLIMIENTO
5853,6352,NO SE DETECTO INCUMPLIMIENTO
5854,6352,NO SE DETECTO INCUMPLIMIENTO
5855,6352,NO SE DETECTO INCUMPLIMIENTO
5856,6352,NO SE DETECTO INCUMPLIMIENTO
5857,6359,NO SE DETECTO INCUMPLIMIENTO
5858,6359,NO SE DETECTO INCUMPLIMIENTO
5859,6361,NO SE DETECTO INCUMPLIMIENTO
5860,6361,NO SE DETECTO INCUMPLIMIENTO
5861,6363,NO SE DETECTO INCUMPLIMIENTO
5862,6364,NO SE DETECTO INCUMPLIMIENTO
5863,6365,NO SE DETECTO INCUMPLIMIENTO
5864,6366,NO SE DETECTO INCUMPLIMIENTO
5865,6367,NO SE DETECTO INCUMPLIMIENTO
5866,5210,NO SE DETECTO INCUMPLIMIENTO
5867,5210,NO SE DETECTO INCUMPLIMIENTO
5868,5210,NO SE DETECTO INCUMPLIMIENTO
5869,6371,Carece de leyenda que identifique el pais de origen del producto
5870,6371,Carece de leyenda que identifique el pais de origen del producto
5871,6371,Carece de nombre  denominacion o razon social y domicilio fiscal del fabricante o responsable de la fabricaci�n para productos nacionales o del import
5872,6374,NO SE DETECTO INCUMPLIMIENTO
5873,6374,NO SE DETECTO INCUMPLIMIENTO
5874,5859,NO SE DETECTO INCUMPLIMIENTO
5875,5948,NO SE DETECTO INCUMPLIMIENTO
5876,6378,NO SE DETECTO INCUMPLIMIENTO
5877,6378,NO SE DETECTO INCUMPLIMIENTO
5439,6378,NO SE DETECTO INCUMPLIMIENTO
5878,6381,NO SE DETECTO INCUMPLIMIENTO
5879,6382,NO SE DETECTO INCUMPLIMIENTO
5880,5849,NO SE DETECTO INCUMPLIMIENTO
5881,5953,NO SE DETECTO INCUMPLIMIENTO
5794,6385,NO SE DETECTO INCUMPLIMIENTO
5882,6386,NO SE DETECTO INCUMPLIMIENTO
5883,6387,NO SE DETECTO INCUMPLIMIENTO
5884,6388,NO SE DETECTO INCUMPLIMIENTO
5877,6388,NO SE DETECTO INCUMPLIMIENTO
5885,6390,NO SE DETECTO INCUMPLIMIENTO
5886,6391,NO SE DETECTO INCUMPLIMIENTO
5887,6392,NO SE DETECTO INCUMPLIMIENTO
5888,6393,NO SE DETECTO INCUMPLIMIENTO
5889,6394,NO SE DETECTO INCUMPLIMIENTO
5890,6395,NO SE DETECTO INCUMPLIMIENTO
5891,6396,NO SE DETECTO INCUMPLIMIENTO
5892,6397,NO SE DETECTO INCUMPLIMIENTO
5439,6398,NO SE DETECTO INCUMPLIMIENTO
5893,6398,NO SE DETECTO INCUMPLIMIENTO
5894,6400,NO SE DETECTO INCUMPLIMIENTO
5895,6400,NO SE DETECTO INCUMPLIMIENTO
5209,6402,NO SE DETECTO INCUMPLIMIENTO
5896,6403,NO SE DETECTO INCUMPLIMIENTO
5897,6403,NO SE DETECTO INCUMPLIMIENTO
5209,6405,NO SE DETECTO INCUMPLIMIENTO
5893,6406,NO SE DETECTO INCUMPLIMIENTO
5898,6406,NO SE DETECTO INCUMPLIMIENTO
5899,6408,NO SE DETECTO INCUMPLIMIENTO
5900,6409,NO SE DETECTO INCUMPLIMIENTO
5901,6410,NO SE DETECTO INCUMPLIMIENTO
5902,6411,NO SE DETECTO INCUMPLIMIENTO
5903,6411,NO SE DETECTO INCUMPLIMIENTO
5904,6413,NO SE DETECTO INCUMPLIMIENTO
5905,6413,NO SE DETECTO INCUMPLIMIENTO
5906,6415,NO SE DETECTO INCUMPLIMIENTO
5907,6415,NO SE DETECTO INCUMPLIMIENTO
5908,6415,NO SE DETECTO INCUMPLIMIENTO
5909,6415,NO SE DETECTO INCUMPLIMIENTO
5910,6415,NO SE DETECTO INCUMPLIMIENTO
5911,6415,NO SE DETECTO INCUMPLIMIENTO
5912,6421,NO SE DETECTO INCUMPLIMIENTO
5913,6421,NO SE DETECTO INCUMPLIMIENTO
5914,6421,NO SE DETECTO INCUMPLIMIENTO
5915,6424,NO SE DETECTO INCUMPLIMIENTO
5916,6425,NO SE DETECTO INCUMPLIMIENTO
5917,6425,NO SE DETECTO INCUMPLIMIENTO
5918,6425,NO SE DETECTO INCUMPLIMIENTO
5919,6425,NO SE DETECTO INCUMPLIMIENTO
5920,6425,NO SE DETECTO INCUMPLIMIENTO
5921,6430,NO SE DETECTO INCUMPLIMIENTO
5922,6430,NO SE DETECTO INCUMPLIMIENTO
5923,6430,NO SE DETECTO INCUMPLIMIENTO
5924,6430,NO SE DETECTO INCUMPLIMIENTO
5925,6430,NO SE DETECTO INCUMPLIMIENTO
5926,6435,NO SE DETECTO INCUMPLIMIENTO
5141,6435,NO SE DETECTO INCUMPLIMIENTO
5142,6435,NO SE DETECTO INCUMPLIMIENTO
5927,6435,NO SE DETECTO INCUMPLIMIENTO
5928,6439,NO SE DETECTO INCUMPLIMIENTO
5929,6439,NO SE DETECTO INCUMPLIMIENTO
5930,6439,NO SE DETECTO INCUMPLIMIENTO
5931,6439,NO SE DETECTO INCUMPLIMIENTO
5932,6439,NO SE DETECTO INCUMPLIMIENTO
5933,6444,NO SE DETECTO INCUMPLIMIENTO
5934,6444,NO SE DETECTO INCUMPLIMIENTO
5935,6444,NO SE DETECTO INCUMPLIMIENTO
5936,6444,El instructivo carece de las caracteristicas electricas nominales de alimentacion del producto en dioma en espa�ol
5937,6448,NO SE DETECTO INCUMPLIMIENTO
5938,6448,NO SE DETECTO INCUMPLIMIENTO
5939,6448,NO SE DETECTO INCUMPLIMIENTO
5940,6448,NO SE DETECTO INCUMPLIMIENTO
5941,6448,NO SE DETECTO INCUMPLIMIENTO
5942,6448,NO SE DETECTO INCUMPLIMIENTO
5943,6448,NO SE DETECTO INCUMPLIMIENTO
5944,6455,NO SE DETECTO INCUMPLIMIENTO
5945,6455,NO SE DETECTO INCUMPLIMIENTO
5946,6455,NO SE DETECTO INCUMPLIMIENTO
5947,6455,NO SE DETECTO INCUMPLIMIENTO
5948,6455,NO SE DETECTO INCUMPLIMIENTO
5949,6455,NO SE DETECTO INCUMPLIMIENTO
5950,6455,NO SE DETECTO INCUMPLIMIENTO
5951,6455,NO SE DETECTO INCUMPLIMIENTO
5952,6455,NO SE DETECTO INCUMPLIMIENTO
3938,6464,NO SE DETECTO INCUMPLIMIENTO
5953,6464,NO SE DETECTO INCUMPLIMIENTO
3941,6464,NO SE DETECTO INCUMPLIMIENTO
5954,6464,NO SE DETECTO INCUMPLIMIENTO
5955,6468,NO SE DETECTO INCUMPLIMIENTO
5956,6468,NO SE DETECTO INCUMPLIMIENTO
5957,6468,NO SE DETECTO INCUMPLIMIENTO
5958,6468,NO SE DETECTO INCUMPLIMIENTO
5959,6468,NO SE DETECTO INCUMPLIMIENTO
5960,6468,NO SE DETECTO INCUMPLIMIENTO
5961,6468,NO SE DETECTO INCUMPLIMIENTO
5962,6475,NO SE DETECTO INCUMPLIMIENTO
5963,6475,Carece de certificado de cumplimiento NOM
5964,6475,NO SE DETECTO INCUMPLIMIENTO
5965,6475,Carece de certificado de cumplimiento NOM
5966,6479,NO SE DETECTO INCUMPLIMIENTO
5967,6479,NO SE DETECTO INCUMPLIMIENTO
5968,6481,NO SE DETECTO INCUMPLIMIENTO
5749,6481,NO SE DETECTO INCUMPLIMIENTO
5969,6481,NO SE DETECTO INCUMPLIMIENTO
5970,6481,NO SE DETECTO INCUMPLIMIENTO
5971,6485,NO SE DETECTO INCUMPLIMIENTO
5972,6485,NO SE DETECTO INCUMPLIMIENTO
5973,6485,NO SE DETECTO INCUMPLIMIENTO
5974,6488,NO SE DETECTO INCUMPLIMIENTO
5975,6488,NO SE DETECTO INCUMPLIMIENTO
5976,6488,NO SE DETECTO INCUMPLIMIENTO
5977,6491,NO SE DETECTO INCUMPLIMIENTO
5978,6491,NO SE DETECTO INCUMPLIMIENTO
5979,6491,NO SE DETECTO INCUMPLIMIENTO
5980,6491,NO SE DETECTO INCUMPLIMIENTO
5981,6491,NO SE DETECTO INCUMPLIMIENTO
5982,6496,NO SE DETECTO INCUMPLIMIENTO
5983,6496,NO SE DETECTO INCUMPLIMIENTO
5984,6498,NO SE DETECTO INCUMPLIMIENTO
5985,6498,NO SE DETECTO INCUMPLIMIENTO
5986,6500,NO SE DETECTO INCUMPLIMIENTO
5987,6500,NO SE DETECTO INCUMPLIMIENTO
5988,6502,NO SE DETECTO INCUMPLIMIENTO
5989,6502,NO SE DETECTO INCUMPLIMIENTO
5990,6504,NO SE DETECTO INCUMPLIMIENTO
5991,6504,NO SE DETECTO INCUMPLIMIENTO
5992,6094,NO SE DETECTO INCUMPLIMIENTO
5993,6094,NO SE DETECTO INCUMPLIMIENTO
5994,6508,NO SE DETECTO INCUMPLIMIENTO
5995,6508,NO SE DETECTO INCUMPLIMIENTO
5996,6510,NO SE DETECTO INCUMPLIMIENTO
5997,6511,NO SE DETECTO INCUMPLIMIENTO
5998,6511,NO SE DETECTO INCUMPLIMIENTO
5999,6513,NO SE DETECTO INCUMPLIMIENTO
6000,6514,NO SE DETECTO INCUMPLIMIENTO
6001,6514,NO SE DETECTO INCUMPLIMIENTO
6002,6516,NO SE DETECTO INCUMPLIMIENTO
6003,6516,NO SE DETECTO INCUMPLIMIENTO
6004,6518,NO SE DETECTO INCUMPLIMIENTO
6005,6518,NO SE DETECTO INCUMPLIMIENTO
6006,6520,NO SE DETECTO INCUMPLIMIENTO
6007,6520,NO SE DETECTO INCUMPLIMIENTO
6008,6522,NO SE DETECTO INCUMPLIMIENTO
6009,6522,NO SE DETECTO INCUMPLIMIENTO
6010,6524,NO SE DETECTO INCUMPLIMIENTO
6011,6524,NO SE DETECTO INCUMPLIMIENTO
6012,6524,NO SE DETECTO INCUMPLIMIENTO
6013,6527,NO SE DETECTO INCUMPLIMIENTO
6014,6527,NO SE DETECTO INCUMPLIMIENTO
6015,6529,NO SE DETECTO INCUMPLIMIENTO
6016,6530,NO SE DETECTO INCUMPLIMIENTO
6017,6530,NO SE DETECTO INCUMPLIMIENTO
